  2.992   .626
  3.001   .830
  3.010   .624
  3.019  1.170
  3.028   .928
  3.037   .992
  3.046  1.124
  3.054  1.317
  3.063  1.765
  3.072  1.526
  3.081  1.481
  3.090  1.349
  3.099  1.203
  3.108  1.089
  3.117  1.042
  3.126  1.273
  3.134  1.291
  3.143  1.338
  3.152  1.459
  3.161   .807
  3.170   .690
  3.179   .662
  3.188   .648
  3.197   .524
  3.206   .631
  3.214   .599
  3.223   .610
  3.232   .668
  3.241   .814
  3.250  1.056
  3.259   .759
  3.268   .792
  3.277   .838
  3.286   .856
  3.295   .774
  3.303   .802
  3.312   .914
  3.321   .767
  3.330   .785
  3.339   .904
  3.348   .732
  3.357   .750
  3.366   .712
  3.375   .760
  3.383  1.065
  3.392   .692
  3.401   .697
  3.410   .752
  3.419   .749
  3.428   .682
  3.437   .716
  3.446   .894
  3.455   .622
  3.463   .684
  3.472   .575
  3.481   .645
  3.490   .674
  3.499   .646
  3.508   .687
  3.517   .719
  3.526   .799
  3.535  1.007
  3.543   .517
  3.552   .553
  3.561   .640
  3.570   .675
  3.579   .760
  3.588   .779
  3.597   .574
  3.606   .578
  3.615   .625
  3.624   .573
  3.632  1.002
  3.641   .712
  3.650   .922
  3.659   .701
  3.668   .603
  3.677   .607
  3.686   .554
  3.695   .731
  3.704   .928
  3.712  1.166
  3.721  1.203
  3.730  1.392
  3.739  1.273
  3.748  1.015
  3.757   .919
  3.766   .867
  3.775   .759
  3.784   .656
  3.792   .738
  3.801   .735
  3.810   .762
  3.819   .586
  3.828   .614
  3.837   .881
  3.846   .814
  3.855   .801
  3.864   .869
  3.873   .682
  3.881   .581
  3.890   .607
  3.899   .524
  3.908   .634
  3.917   .602
  3.926   .619
  3.935   .540
  3.944   .667
  3.953   .699
  3.961   .479
  3.970   .571
  3.979   .602
  3.988   .556
  3.997   .471
  4.006   .423
  4.015   .445
  4.024   .404
  4.033   .414
  4.041   .385
  4.050   .536
  4.059   .483
  4.068   .457
  4.077   .583
  4.086   .886
  4.095   .850
  4.104   .797
  4.113   .988
  4.121   .909
  4.130   .873
  4.139  1.030
  4.148   .926
  4.157  1.180
  4.166  1.082
  4.175   .733
  4.184   .792
  4.193   .942
  4.202   .810
  4.210   .904
  4.219   .878
  4.228   .896
  4.237   .769
  4.246   .736
  4.255   .893
  4.264   .814
  4.273   .732
  4.282   .818
  4.290   .782
  4.299   .798
  4.308   .824
  4.317   .739
  4.326   .791
  4.335   .675
  4.344   .756
  4.353   .651
  4.362   .677
  4.370   .623
  4.379   .723
  4.388   .590
  4.397   .638
  4.406   .555
  4.415   .562
  4.424   .708
  4.433   .766
  4.442   .847
